test_csv,idx,chosen_budget,best_budget,correct,tokens,utility
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,18,256,256,1,267.0,0.687109375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,19,256,128,0,269.0,-0.315234375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,20,512,128,1,425.0,0.501953125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,21,256,256,1,286.0,0.66484375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,22,512,512,1,523.0,0.387109375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,23,256,512,0,269.0,-0.315234375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,24,512,128,1,454.0,0.46796875000000004
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,25,512,512,1,525.0,0.384765625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,26,256,128,1,218.0,0.7445312500000001
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,27,512,512,1,531.0,0.37773437500000007
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,28,256,128,1,271.0,0.682421875
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,29,256,512,0,269.0,-0.315234375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,30,512,128,1,266.0,0.68828125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,31,256,128,0,288.0,-0.33749999999999997
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,32,256,128,0,267.0,-0.312890625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,33,256,128,1,288.0,0.6625000000000001
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,34,256,128,1,269.0,0.684765625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,35,256,512,0,271.0,-0.317578125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,36,256,512,0,288.0,-0.33749999999999997
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,37,256,128,1,269.0,0.684765625
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,38,256,128,1,267.0,0.687109375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165122.csv,39,256,512,0,269.0,-0.315234375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,0,256,128,0,273.0,-0.31992187499999997
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,1,512,512,1,531.0,0.37773437500000007
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,2,256,128,0,271.0,-0.317578125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,3,512,128,1,457.0,0.464453125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,4,256,512,0,288.0,-0.33749999999999997
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,5,256,128,1,267.0,0.687109375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,6,256,512,0,288.0,-0.33749999999999997
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,7,256,128,0,277.0,-0.324609375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,8,512,256,1,454.0,0.46796875000000004
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,9,256,512,0,269.0,-0.315234375
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,10,256,128,1,260.0,0.6953125
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,11,256,512,0,288.0,-0.33749999999999997
methods/01_adathink/results/per_sample_Qwen3_8B_20260228_165750.csv,12,256,128,0,288.0,-0.33749999999999997
